轮次,qtype,二级类型,Prompt,打分prompt,参考答案,audio_filename
1,常识推理,图形预测,"以下是有关逻辑与推理的单项选择题，请选出下列最符合的选项。只能用字母A、B、C、D作答，不要给出多余的内容。
如果一个模式由一个红色的圆，紧接着是两个蓝色的正方形，然后是三个黄色的三角形组成，那么下一组图形最有可能是什么？
A. 四个绿色的五边形
B. 两个红色的圆
C. 三个蓝色的正方形
D. 四个黄色的三角形
答案：","以下是有关逻辑与推理的单项选择题，请选出下列最符合的选项。只能用字母A、B、C、D作答，不要给出多余的内容。
如果一个模式由一个红色的圆，紧接着是两个蓝色的正方形，然后是三个黄色的三角形组成，那么下一组图形最有可能是什么？
A. 四个绿色的五边形
B. 两个红色的圆
C. 三个蓝色的正方形
D. 四个黄色的三角形
答案：",A,reasoning_qa_147.mp3
1,常识推理,其他常识排序,将下列动物按照平均寿命从短到长排序：猫、大象、乌龟、仓鼠。,将下列动物按照平均寿命从短到长排序：猫、大象、乌龟、仓鼠。,仓鼠、狗、大象、乌龟,reasoning_qa_148.mp3
1,常识推理,reversed curse,"如果11+11=4
12+12 = 9
13+13 = ?","如果11+11=4
12+12 = 9
13+13 = ?",16,reasoning_qa_149.mp3
1,常识推理,reversed curse,小李的爸爸妈妈分别叫老李和老赵，已知老李和老赵只有一个孩子，那么老赵的儿子是谁？,小李的爸爸妈妈分别叫老李和老赵，已知老李和老赵只有一个孩子，那么老赵的儿子是谁？,小李。,reasoning_qa_150.mp3
1,"博弈论
",囚徒困境,在一个商业竞争中，两个公司需要决定是否进行价格战。如果他们都不打价格战，他们的利润都会上升10%。如果一个公司打价格战而另一个公司不打，打价格战的公司的利润将上升30%，而另一个公司的利润将下降30%。如果他们都打价格战，他们的利润都将下降20%。根据博弈论来推断，每个公司的最终策略是什么？,在一个商业竞争中，两个公司需要决定是否进行价格战。如果他们都不打价格战，他们的利润都会上升10%。如果一个公司打价格战而另一个公司不打，打价格战的公司的利润将上升30%，而另一个公司的利润将下降30%。如果他们都打价格战，他们的利润都将下降20%。根据博弈论来推断，每个公司的最终策略是什么？,双方都打价格战,reasoning_qa_151.mp3
1,"博弈论
",囚徒困境,两个足球队分别选择进攻还是防守策略。如果他们都防守，比分将会是1:1。如果一个队伍选择防守而另一个队伍选择进攻，进攻的队伍将会以3:0胜出。如果他们都进攻，比分将会是2:2。根据博弈论来推断，每个队伍的最终策略是什么？,两个足球队分别选择进攻还是防守策略。如果他们都防守，比分将会是1:1。如果一个队伍选择防守而另一个队伍选择进攻，进攻的队伍将会以3:0胜出。如果他们都进攻，比分将会是2:2。根据博弈论来推断，每个队伍的最终策略是什么？,双方都进攻,reasoning_qa_152.mp3
1,"博弈论
",囚徒困境,两名棋手即将开始一场比赛，他们可以选择攻或守。如果他们都选择守，比赛将会是平局。如果一个人选择攻而另一个人选择守，攻的人将会赢，守的人将会输。如果他们都选择攻，比赛将会是平局。根据博弈论来推断，每个棋手的最终策略是什么？,两名棋手即将开始一场比赛，他们可以选择攻或守。如果他们都选择守，比赛将会是平局。如果一个人选择攻而另一个人选择守，攻的人将会赢，守的人将会输。如果他们都选择攻，比赛将会是平局。根据博弈论来推断，每个棋手的最终策略是什么？,根据博弈论的结果，双方都将会选择攻击。双方都不会打破这个困境。没有其他可能性。,reasoning_qa_153.mp3
1,"博弈论
",鸽鹰博弈,两名政治竞选候选人正争夺同一选区的选民支持。如果他们都展开激烈的竞选活动，将消耗大量资源，但最终会平分选民支持。如果一名候选人展开竞选而另一名候选人避免，竞选者将获得选民支持，而避免的候选人将失去选民。如果两名候选人都避免竞选，选民将无法做出选择。根据博弈论来推断，最后，候选人的均衡策略是什么？,两名政治竞选候选人正争夺同一选区的选民支持。如果他们都展开激烈的竞选活动，将消耗大量资源，但最终会平分选民支持。如果一名候选人展开竞选而另一名候选人避免，竞选者将获得选民支持，而避免的候选人将失去选民。如果两名候选人都避免竞选，选民将无法做出选择。根据博弈论来推断，最后，候选人的均衡策略是什么？,都参与竞选,reasoning_qa_154.mp3
1,常识推理,其他,桶里总共有10个球，其中4个红球，6个绿球，现在依次从桶里拿球出来，前面九次拿出来4个红球，5个绿球，请问第十次拿出来的球是什么颜色？,桶里总共有10个球，其中4个红球，6个绿球，现在依次从桶里拿球出来，前面九次拿出来4个红球，5个绿球，请问第十次拿出来的球是什么颜色？,第十次拿出来的是绿球。,reasoning_qa_155.mp3
1,常识推理,其他,我总共要依次拜访10个外国朋友，其中6个南极人和4个南美洲人，已知前面9次我拜访了4个南美洲人和5个南极人，请问我最后拜访的是哪位？,我总共要依次拜访10个外国朋友，其中6个南极人和4个南美洲人，已知前面9次我拜访了4个南美洲人和5个南极人，请问我最后拜访的是哪位？,最后一次拜访的是南极人。,reasoning_qa_156.mp3
1,多步推理,串并行交叉推理（Chain & Tree）,有四个球。蓝球比黄球大;蓝球比黑球小;黑球比红球小。请按照从大到小的顺序把各种颜色的球进行排序。,有四个球。蓝球比黄球大;蓝球比黑球小;黑球比红球小。请按照从大到小的顺序把各种颜色的球进行排序。,从大到小的排序为：红球、黑球、蓝球、黄球,reasoning_qa_157.mp3
1,多步推理,串并行交叉推理（Chain & Tree）,甲、乙、丙三个小朋友进行跑步。得第一名的不是甲，得第二名的不是丙，乙看见甲和丙都在自己的前面到达了终点。那么甲、乙、丙分别是第几名？,甲、乙、丙三个小朋友进行跑步。得第一名的不是甲，得第二名的不是丙，乙看见甲和丙都在自己的前面到达了终点。那么甲、乙、丙分别是第几名？,乙第三名，甲第二名，丙第一名。,reasoning_qa_158.mp3
1,常识推理,其他常识排序,按人口多少对以下城市排序：东京、纽约市、堪培拉。,按人口多少对以下城市排序：东京、纽约市、堪培拉。,东京 > 纽约市 > 堪培拉,reasoning_qa_159.mp3
1,数学情景题,ToT,烧一根不均匀的绳子，从头烧到尾需要2小时，现有若干条这种绳子，如何记时105分钟,烧一根不均匀的绳子，从头烧到尾需要2小时，现有若干条这种绳子，如何记时105分钟,需要准备3根这样的绳子，其中一根绳子两头点绕，其余两根绳子都只点燃一头，待第一根绳子燃烧殆尽，花费60分钟，此时点燃第二根绳子另一头，待第二根绳子燃烧完，又过去30分钟，此时点燃第三根绳子另一头，花费15分钟，总计花费60+30+15=105分钟。,reasoning_qa_160.mp3
1,数学情景题,ToT,8个球，其中一个比其他球重，有一个天平，至少称多少次可以找到重的球,8个球，其中一个比其他球重，有一个天平，至少称多少次可以找到重的球,"称2次即可。分析过程：需要把 8 个球分成 3 + 3 + 2 份。
第一次：天平称 3 + 3，如果一方重，则找到重球的一方。如果平衡，则重球在 2 个球的那一组。
第二次：如果重球在 3 个球的一组，则随便拿两个球称，如果不平衡，找到重球，如果平衡，则没称的为重球。如果重球在 2 个球的一组，仅称一次也能找到。",reasoning_qa_161.mp3
1,"博弈论
",纳什均衡,"两只猫咪，一大一小，他们对面是一个食槽，每跑过去按一次按钮，要消耗2份食物的体力，食槽会出现10份食物。如果大猫先到食槽，会吃掉9份食物，小猫先到食槽，可以吃到4份食物，同时到大猫吃7份，小猫吃3份。

从大猫和小猫的立场考虑，谁去按按钮是一种博弈均衡？

A.小猫去按按钮，大猫等着去吃就行
B.大猫去按按钮，小猫等着去吃就行
C.大小猫都同时去按按钮
D.大小猫都同时等着去吃","两只猫咪，一大一小，他们对面是一个食槽，每跑过去按一次按钮，要消耗2份食物的体力，食槽会出现10份食物。如果大猫先到食槽，会吃掉9份食物，小猫先到食槽，可以吃到4份食物，同时到大猫吃7份，小猫吃3份。

从大猫和小猫的立场考虑，谁去按按钮是一种博弈均衡？

A.小猫去按按钮，大猫等着去吃就行
B.大猫去按按钮，小猫等着去吃就行
C.大小猫都同时去按按钮
D.大小猫都同时等着去吃",B.大猫去按按钮，小猫等着去吃,reasoning_qa_162.mp3
1,"博弈论
",男女平衡,"外星球上为了调控男女比例，制定了一个政策：新婚夫妇都必须生孩子，如果生出的是男生就不能再生了，如果生出的是女孩就必须继续生下去，直到生出第一个男孩为止。若干年后，该国的男女比例会发生怎样的变化？
","外星球上为了调控男女比例，制定了一个政策：新婚夫妇都必须生孩子，如果生出的是男生就不能再生了，如果生出的是女孩就必须继续生下去，直到生出第一个男孩为止。若干年后，该国的男女比例会发生怎样的变化？
",没有变化,reasoning_qa_163.mp3
1,"博弈论
",硬币问题,A和B两人为了竞价一个拍卖品，决定用抛掷硬币的办法来判断谁有资格。为了让游戏过程更加刺激，A提出了这样一个方案：连续抛掷硬币，直到最近三次硬币抛掷结果是“正反反”或者“反反正”。如果是前者，那么A获胜；如果是后者，那么B获胜。B应该接受A的提议吗？换句话说，这个游戏是公平的吗？,A和B两人为了竞价一个拍卖品，决定用抛掷硬币的办法来判断谁有资格。为了让游戏过程更加刺激，A提出了这样一个方案：连续抛掷硬币，直到最近三次硬币抛掷结果是“正反反”或者“反反正”。如果是前者，那么A获胜；如果是后者，那么B获胜。B应该接受A的提议吗？换句话说，这个游戏是公平的吗？,不公平，A获胜概率高,reasoning_qa_164.mp3
1,"博弈论
",巧克力,小浩和小张，拿出一块8×8个小块的巧克力。首先，小张把巧克力掰成两大块，并且吃掉其中一块，把另一块交给小浩。小浩再把剩下的巧克力掰成两大块，吃掉其中一块，把另一块交回给小张，谁没办法往下继续掰，谁就输了。如果小张先开始掰的话，小张和小浩谁有必胜策略？,小浩和小张，拿出一块8×8个小块的巧克力。首先，小张把巧克力掰成两大块，并且吃掉其中一块，把另一块交给小浩。小浩再把剩下的巧克力掰成两大块，吃掉其中一块，把另一块交回给小张，谁没办法往下继续掰，谁就输了。如果小张先开始掰的话，小张和小浩谁有必胜策略？,小浩，只要小浩一直保持巧克力是正方形就可以了,reasoning_qa_165.mp3
1,"博弈论
",混合均衡,保安和盗贼各只有一个机会去保卫或者盗窃A地或B地。A地的价值大于B地，那么保安应该为了保护价值大的地方，而一直保护A地吗？,保安和盗贼各只有一个机会去保卫或者盗窃A地或B地。A地的价值大于B地，那么保安应该为了保护价值大的地方，而一直保护A地吗？,保安的合理策略应当是有倾向于A以一定概率的随机巡查。这个概率就是：p=A地价值/AB地总价值。,reasoning_qa_166.mp3
1,"博弈论
",概念解释,如何用博弈论的思想来解释内卷？,如何用博弈论的思想来解释内卷？,"博弈论在解释“内卷”现象时提供了一个独特的视角。内卷，一个源自中国的概念，指的是在激烈竞争环境中，个体为了获得相对优势而进行过度努力，但这种努力并没有带来整体效益的提升，反而可能导致资源的过度消耗和效率的下降。
在博弈论的框架下，内卷可以被视为一种“纳什均衡”的结果。纳什均衡是指在一个博弈中，每个参与者选择了他们在当前情况下的最佳策略，且没有人有动机改变自己的选择。在内卷的情境中，每个参与者（比如学生、员工）都试图通过加倍努力来超越他人，但因为每个人都这样做了，最终没有人能从中获得相对优势，反而造成了大家的共同劣势。
此外，内卷还可以通过“囚徒困境”的概念来解释。在囚徒困境中，个体做出的是对自己最有利的选择，但如果所有人都这样做，结果却是对每个人都不利。同样，在内卷中，每个人为了不被淘汰而选择加班加点，但如果所有人都这么做，最终只会导致工作和生活的压力增大，而没有人真正受益。
因此，博弈论通过揭示个体行为与集体结果之间的矛盾，帮助我们理解内卷现象的根源以及其难以打破的循环。这也提示我们在面对激烈竞争时，需要寻找更合作和可持续的策略，而不是单纯地加大个人努力。",reasoning_qa_167.mp3
1,干扰性问题,加入干扰条件,左手是一只钢笔，右脚是一只铅笔，左右手交换11次，左手是什么？,左手是一只钢笔，右脚是一只铅笔，左右手交换11次，左手是什么？,右脚并不等于右手。我们并不知道右手里有什么。交换11次以后，左手会拿着右手的东西，但由于我们不知道右手是什么，所以不知道左手里是什么。,reasoning_qa_168.mp3
1,干扰性问题,加入干扰条件,一个飞机上有15个乘客，每个乘客都带了一个行李箱。如果飞机飞行了5000公里，这时候3位空姐起身通知大家准备收起小桌板，有2位乘客起身去上厕所，请问此时飞机上还有多少个乘客？,一个飞机上有15个乘客，每个乘客都带了一个行李箱。如果飞机飞行了5000公里，这时候3位空姐起身通知大家准备收起小桌板，有2位乘客起身去上厕所，请问此时飞机上还有多少个乘客？,仍然是15个乘客,reasoning_qa_169.mp3
1,干扰性问题,加入干扰条件,一列火车从北京开往上海，全程大约1300公里。列车上有30名乘客，每人都带了一个手提包。火车行驶了800公里后，列车员开始检票，有5名乘客去餐车吃饭。请问此时火车上还有多少名乘客？,一列火车从北京开往上海，全程大约1300公里。列车上有30名乘客，每人都带了一个手提包。火车行驶了800公里后，列车员开始检票，有5名乘客去餐车吃饭。请问此时火车上还有多少名乘客？,仍然是30个乘客,reasoning_qa_170.mp3
1,干扰性问题,加入干扰条件,一个电影院有200个座位，有150个人正在观看电影。电影放映到一半时，10个人去了爆米花台，5个人回家了。请问电影院里现在有多少个人？,一个电影院有200个座位，有150个人正在观看电影。电影放映到一半时，10个人去了爆米花台，5个人回家了。请问电影院里现在有多少个人？,此时电影院里还有140个人。,reasoning_qa_171.mp3
1,常识推理,动作排序,对以下动作排序：收集资料、撰写报告、确定主题、提交报告。,对以下动作排序：收集资料、撰写报告、确定主题、提交报告。,"1. 确定主题
2. 收集资料
3. 撰写报告
4. 提交报告",reasoning_qa_172.mp3
1,干扰性问题,加入干扰条件,一次数学竞赛中，有30名学生参加。比赛进行到一半时，5名学生已经解答完所有题目准备交卷，3名学生要求额外的草稿纸。此时，监考老师宣布还剩下30分钟的答题时间。请问这场竞赛中现在还有多少名学生？,一次数学竞赛中，有30名学生参加。比赛进行到一半时，5名学生已经解答完所有题目准备交卷，3名学生要求额外的草稿纸。此时，监考老师宣布还剩下30分钟的答题时间。请问这场竞赛中现在还有多少名学生？,30名学生,reasoning_qa_173.mp3
1,干扰性问题,加入干扰条件,杰克喜欢足球，但不喜欢篮球。他喜欢拍照和跑步。今天他正在外面拍照，我们能否推断出他此时正在跑步？,杰克喜欢足球，但不喜欢篮球。他喜欢拍照和跑步。今天他正在外面拍照，我们能否推断出他此时正在跑步？,不可能在跑步。因为拍照和跑步这两个事情不可能同时发生，这两件事是互斥的，没有人能做到同时拍照且还在跑步。,reasoning_qa_174.mp3
1,常识推理,其他常识排序,对以下历史事件按发生时间从早到晚排序：发现新大陆、第一次工业革命、罗马帝国建立。,对以下历史事件按发生时间从早到晚排序：发现新大陆、第一次工业革命、罗马帝国建立。,罗马帝国建立（公元前27年） -> 发现新大陆（1492年） -> 第一次工业革命（18世纪60年代—19世纪40年代）,reasoning_qa_175.mp3
1,干扰性问题,加入干扰条件,一个家庭里有4个孩子，每个孩子都有不同的爱好：画画、跳舞、唱歌和游泳。今天，最小的孩子在画画。请问这个家庭有多少个孩子喜欢唱歌？,一个家庭里有4个孩子，每个孩子都有不同的爱好：画画、跳舞、唱歌和游泳。今天，最小的孩子在画画。请问这个家庭有多少个孩子喜欢唱歌？,1个,reasoning_qa_176.mp3
1,常识推理,动作排序,对以下动作排序：切蔬菜、吃晚餐、购买食材、烹饪食物。,对以下动作排序：切蔬菜、吃晚餐、购买食材、烹饪食物。,"1. 购买食材
2. 切蔬菜
3. 烹饪食物
4. 吃晚餐",reasoning_qa_177.mp3
1,干扰性问题,加入干扰条件,对以下动物按速度从快到慢排序：猎豹、玫瑰花、乌龟、兔子。,对以下动物按速度从快到慢排序：猎豹、玫瑰花、乌龟、兔子。,玫瑰花不是动物，不参与排序。正确顺序是：猎豹、兔子、乌龟。,reasoning_qa_178.mp3
1,干扰性问题,加入干扰条件,如果今天是星期四，我周六会请假去旅游，去美国旅游10天，请问后天的昨天是星期几？,如果今天是星期四，我周六会请假去旅游，去美国旅游10天，请问后天的昨天是星期几？,星期五,reasoning_qa_179.mp3
1,干扰性问题,加入干扰条件,"已知1111+11111=22
如果
1+1=3
11+11=6
111+111=9
请问：1111+1111=？","已知1111+11111=22
如果
1+1=3
11+11=6
111+111=9
请问：1111+1111=？",22,reasoning_qa_180.mp3
1,常识推理,语义推敲,"一位父亲深情地对大学毕业刚走上工作岗位的儿子说:""世界上只有没出息的人，没有没出息的工作。这位父亲是要告诉儿子，要树立:
A、自主择业观
B、竞争就业观
C、职业平等观
D、自主创业观","一位父亲深情地对大学毕业刚走上工作岗位的儿子说:""世界上只有没出息的人，没有没出息的工作。这位父亲是要告诉儿子，要树立:
A、自主择业观
B、竞争就业观
C、职业平等观
D、自主创业观",C,reasoning_qa_181.mp3
1,干扰性问题,加入干扰条件,一位厨师在准备晚宴，她打算做5道菜。每道菜都需要20分钟来准备。同时，她的助手负责清洗厨房用具，每个厨具需要10分钟来清洁。已知还剩下3个餐具没清洗，2道菜没做，请问她还需要多少时间来完成剩下的菜肴？,一位厨师在准备晚宴，她打算做5道菜。每道菜都需要20分钟来准备。同时，她的助手负责清洗厨房用具，每个厨具需要10分钟来清洁。已知还剩下3个餐具没清洗，2道菜没做，请问她还需要多少时间来完成剩下的菜肴？,40分钟,reasoning_qa_182.mp3
1,常识推理,泛化性测试,苍天老木上有5只喜鹊，用火炮击落一只后，还有几只？,苍天老木上有5只喜鹊，用火炮击落一只后，还有几只？,由于火炮的爆炸和冲击，剩下的喜鹊可能会因为惊吓而飞走，实际上可能一只都不剩下。,reasoning_qa_183.mp3
1,常识推理,泛化性测试,写出二个连续的数字，它们的和等于15。不要用列方程的方法,写出二个连续的数字，它们的和等于15。不要用列方程的方法,15-1=14，14/2=7，因此第一个数是7，第二个数是8,reasoning_qa_184.mp3
1,常识推理,泛化性测试,写出三个连续的数字，它们的和等于24，不要用列方程的方法,写出三个连续的数字，它们的和等于24，不要用列方程的方法,24/3=8，因此中间那个数是8，第一个数是8-1=7，第三个数是8+1=9,reasoning_qa_185.mp3
1,反事实,泛化性测试,为什么诸葛亮要打孔明,为什么诸葛亮要打孔明,诸葛亮就是孔明，是同一个人，不存在自己打自己的情况,reasoning_qa_186.mp3
1,常识推理,泛化性测试,左手一只鸡，右手一只鸡，交换若干次，左手是什么？,左手一只鸡，右手一只鸡，交换若干次，左手是什么？,因为左手右手都是鸡，所以无论交换多少次，左手都是一只鸡,reasoning_qa_187.mp3
1,常识推理,泛化性测试,左手一只鸡，右手一只鸭，交换若干次，左手是什么？,左手一只鸡，右手一只鸭，交换若干次，左手是什么？,需要分为两种情况考虑：1）如果是交换了偶数次，则左手仍然是一只鸡，2）如果交换了奇数次，则左手是一只鸭,reasoning_qa_188.mp3
1,反事实,泛化性测试,外祖母外祖父结婚为什么没有叫我,外祖母外祖父结婚为什么没有叫我,因为在你外祖父外祖母结婚的时候，你还没有出生。,reasoning_qa_189.mp3
1,数学情景题,泛化性测试,0.9888888g铁 和0.89999999g铁相比，谁更轻？,0.9888888g铁 和0.89999999g铁相比，谁更轻？,0.9888888g铁更重。如果回答0.89999999g铁，只能算3分,reasoning_qa_190.mp3
1,反事实,泛化性测试,蟋蟀哮喘应该喂药吗,蟋蟀哮喘应该喂药吗,蟋蟀没有像人类一样的呼吸系统，蟋蟀不会患哮喘病。,reasoning_qa_191.mp3
1,反事实,泛化性测试,土豆开三次方是多少?,土豆开三次方是多少?,土豆是一种植物，不是一个具体的数值，无法进行三次方运算。,reasoning_qa_192.mp3
1,数学情景题,多情况考虑,一个长方形的长是10厘米，宽是5厘米。如果你把这个长方形对折两次，新形状的长和宽分别是多少？,一个长方形的长是10厘米，宽是5厘米。如果你把这个长方形对折两次，新形状的长和宽分别是多少？,"这道题有四种情况，如果考虑漏掉任何一种情况，只能算3分。以下四种对折方式：

1. 第一次沿长度对折，第二次沿新的长度对折：2.5厘米（长）和5厘米（宽）。
2. 第一次沿长度对折，第二次沿宽度对折：5厘米（长）和2.5厘米（宽）。
3. 第一次沿宽度对折，第二次沿新的宽度对折：10厘米（长）和1.25厘米（宽）。
4. 第一次沿宽度对折，第二次沿长度对折：5厘米（长）和2.5厘米（宽）。",reasoning_qa_193.mp3
1,常识推理,其他常识推理,玫瑰、灯笼、天空、口红，哪一个颜色和其他不同?,玫瑰、灯笼、天空、口红，哪一个颜色和其他不同?,天空，因为天空通常是蓝色的，而其他物品是红色的。,reasoning_qa_194.mp3
1,常识推理,其他常识推理,刺猬、玫瑰、百合、月季花，哪一个没有刺？,刺猬、玫瑰、百合、月季花，哪一个没有刺？,百合没有刺。,reasoning_qa_195.mp3
1,多步推理,串行推理（Chain）,小红在吃桃子，小明在吃苹果，小红想吃小明的食物，小红想吃什么,小红在吃桃子，小明在吃苹果，小红想吃小明的食物，小红想吃什么,小红想吃苹果。,reasoning_qa_196.mp3
1,常识推理,泛化性测试,"一斤铁和0.999斤棉花，谁更轻？
A.铁
B.棉花","一斤铁和0.999斤棉花，谁更轻？
A.铁
B.棉花",B,reasoning_qa_197.mp3
1,数学情景题,求和问题,小红和小明一共有13个苹果，小明给小红5个苹果，然后小红吃了2个苹果，现在他们总共还有多少个苹果?,小红和小明一共有13个苹果，小明给小红5个苹果，然后小红吃了2个苹果，现在他们总共还有多少个苹果?,11个苹果。,reasoning_qa_198.mp3
1,干扰性问题,加入干扰条件,今天上午我有5个苹果，现在吃了一个，昨天吃了一个，此时，还剩几个,今天上午我有5个苹果，现在吃了一个，昨天吃了一个，此时，还剩几个,4个苹果。,reasoning_qa_199.mp3
1,常识推理,跑步问题,在跑步比赛中，我被第5名超过了，我是第几名?,在跑步比赛中，我被第5名超过了，我是第几名?,第5名。,reasoning_qa_200.mp3
1,常识推理,任务规划,"现在你要操作一台电脑，你的任务是回复教授的gmail邮箱，你需要依次完成哪些动作？
A. 找到教授的email，打开gmail邮箱，撰写回复邮件，点击发送
B. 打开gmail邮箱，打开电脑，找到教授的email，撰写回复邮件，点击发送
C. 撰写回复邮件，点击发送，打开gmail邮箱，找到教授的email
D. 打开gmail邮箱，找到教授的email，撰写回复邮件，点击发送。","现在你要操作一台电脑，你的任务是回复教授的gmail邮箱，你需要依次完成哪些动作？
A. 找到教授的email，打开gmail邮箱，撰写回复邮件，点击发送
B. 打开gmail邮箱，打开电脑，找到教授的email，撰写回复邮件，点击发送
C. 撰写回复邮件，点击发送，打开gmail邮箱，找到教授的email
D. 打开gmail邮箱，找到教授的email，撰写回复邮件，点击发送。",D。,reasoning_qa_201.mp3
